1,アーティチョーク,10
2,アーモンド,10
3,あけび,10
4,あさ,10
5,アサイー,10
6,あさつき,10
7,あしたば,10
8,アスパラガス,10
9,アセロラ,10
10,アテモヤ,10
11,アボカド,10
12,あまに,10
13,きくらげ,10
14,もやし,10
15,アロエ,10
16,あんず,10
17,いちご,10
18,いちじく,10
19,いよかん,10
20,いんげんまめ,10
21,うすひらたけ,10
22,うど,10
23,うめ,10
24,うるい,10
25,みかん,10
26,えごま,10
27,エシャレット,10
28,えだまめ,10
29,えのきたけ,10
30,エリンギ,10
31,エンダイブ,10
32,おおさかしろな,10
33,おかひじき,10
34,オクラ,10
35,オリーブ,10
36,オレンジ,10
37,オレンジピーマン,10
38,オロブランコ,10
39,かいわれだいこん,10
40,かき（果物）,10
41,カシス,10
42,カシューナッツ,10
43,かぶ,10
44,かぼす,10
45,かぼちゃ,10
46,かや,10
47,からしな,10
48,カリフラワー,10
49,かりん,10
50,かわちばんかん,10
51,かんぴょう,10
52,キウイフルーツ,10
53,きく,10
54,きはだ,10
55,キャベツ,10
56,きゅうり,10
57,ぎょうじゃにんにく,10
58,きよみ,10
59,キワノ,10
60,きんかん,10
61,キンサイ,10
62,きんとき,10
63,ぎんなん,10
64,グァバ,10
65,グーズベリー,10
66,くこ,10
67,ぐみ,10
68,グリーンボール,10
69,グリンピース,10
70,くるみ,10
71,グレープフルーツ,10
72,クレソン,10
73,くろあわびたけ,10
74,くわい,10
75,ケール,10
76,けし,10
77,コールラビ,10
78,ココナッツ,10
79,こごみ,10
80,コスレタス,10
81,こねぎ,10
82,ごぼう,10
83,ごま,10
84,こまつな,10
85,コリアンダー,10
86,ザーサイ,10
87,さくらんぼ,10
88,ざくろ,10
89,サニーレタス,10
90,さやいんげん,10
91,さやえんどう,10
92,サラダな,10
93,サンチュ,10
94,さんとうさい,10
95,さんぼうかん,10
96,しい,10
97,シークヮーサー,10
98,しいたけ,10
99,しかくまめ,10
100,ししとう,10
101,しそ,10
102,じゅうろくささげ,10
103,しゅんぎく,10
104,じゅんさい,10
105,しょうが,10
106,しらぬひ,10
107,しろうり,10
108,スイートコーン,10
109,すいか,10
110,ずいき,10
111,すいぜんじな,10
112,すぐきな,10
113,スターフルーツ,10
114,すだち,10
115,ズッキーニ,10
116,スナップえんどう,10
117,せとか,10
118,セミノール,10
119,せり,10
120,セロリ,10
121,ぜんまい,10
122,そらまめ,10
123,タアサイ,10
124,だいこん,10
125,たいさい,10
126,だいだい,10
127,たかな,10
128,たけのこ,10
129,たまねぎ,10
130,たもぎたけ,10
131,たらのめ,10
132,チアシード,10
133,チェリモヤ,10
134,チコリ,10
135,ちぢみゆきな,10
136,チンゲンサイ,10
137,つくし,10
138,つまみな,10
139,つるな,10
140,つるにんじん,10
141,つるむらさき,10
142,つわぶき,10
143,とうがらし,10
144,とうがん,10
145,とうびし,10
146,トウミョウ,10
147,トマピー,10
148,ドライトマト,10
149,ドラゴンフルーツ,10
150,ドリアン,10
151,トレビス,10
152,とんぶり,10
153,ながさきはくさい,10
154,なす,10
155,なつみかん,10
156,なつめ,10
157,なつめやし,10
158,なめこ,10
159,にがうり,10
160,すもも,10
161,にら,10
162,にんじん,10
163,にんにく,10
164,ぬめりすぎたけ,10
165,ネクタリン,10
166,のざわな,10
167,のびる,10
168,パイナップル,10
169,はくさい,10
170,パクチョイ,10
171,バジル,10
172,はす,10
173,ハスカップ,10
174,パセリ,10
175,はたけしめじ,10
176,はつかだいこん,10
177,はっさく,10
178,パッションフルーツ,10
179,はなっこりー,10
180,バナナ,10
181,パパイア,10
182,はやとうり,10
183,はるみ,10
184,ビーツ,10
185,ひし,10
186,ピスタチオ,10
187,ひのな,10
188,ひまわり,10
189,ひゅうがなつ,10
190,ひらたけ,10
191,ひろしまな,10
192,びわ,10
193,ふき,10
194,ふきのとう,10
195,ふじまめ,10
196,ふだんそう,10
197,ぶどう,10
198,ぶなしめじ,10
199,ブラジルナッツ,10
200,ブルーベリー,10
201,プルーン,10
202,ブロッコリー,10
203,ぶんたん,10
204,べいなす,10
205,ヘーゼルナッツ,10
206,ペカン,10
207,へちま,10
208,ほうれんそう,10
209,ホースラディシュ,10
210,ホワイトサポテ,10
211,ぽんかん,10
212,ほんしめじ,10
213,まいたけ,10
214,マカダミアナッツ,10
215,まくわうり,10
216,まこも,10
217,まつ,10
218,まつたけ,10
219,マルメロ,10
220,マンゴー,10
221,マンゴスチン,10
222,みずかけな,10
223,みずな,10
224,ミックスベジタブル,10
225,ミニキャロット,10
226,みぶな,10
227,みょうが,10
228,みょうがたけ,10
229,むかご,10
230,めキャベツ,10
231,めたで,10
232,メロン,10
233,もも,10
234,モロヘイヤ,10
235,やなぎまつたけ,10
236,やぶまめ,10
237,やまうど,10
238,やまごぼう,10
239,やまもも,10
240,ヤングコーン,10
241,ゆず,10
242,ゆで,10
243,ゆりね,10
244,ようさい,10
245,よめな,10
246,よもぎ,10
247,ライチー,10
248,ライム,10
249,ラズベリー,10
250,らっかせい,10
251,らっきょう,10
252,リーキ,10
253,リーフレタス,10
254,りゅうがん,10
255,りんご,10
256,ルッコラ,10
257,ルバーブ,10
258,レタス,10
259,レッドキャベツ,10
260,レモン,10
261,れんこん,10
262,わけぎ,10
263,わさび,10
264,わらび,10
265,黄ピーマン,10
266,花にら,10
267,茎にんにく,10
268,根みつば,10
269,根深ねぎ,10
270,糸みつば,10
271,新しょうが,10
